,Lot Shape,Land Contour,House Style,Heating QC,Central Air,Bedroom AbvGr,TotRms AbvGrd,Mo Sold,Year Built,Year Remod/Add,Garage Yr Blt,Yr Sold,house_score,exter_score,fireplace_score,garage_score,kitchen_score,total_baths,basement_score,Gr Liv Area,Mas Vnr Area,Total Bsmt SF,SalePrice
513,4,Bnk,1Story,3,N,1,6,8,1925,1994,1969.0,2007,12,7,4,6.0,3,1,6,1060,0.0,756.0,136500
514,3,Lvl,1Story,3,N,3,5,8,1958,1994,1958.0,2007,9,6,0,7.0,4,1,0,943,0.0,0.0,80000
515,3,Lvl,1.5Fin,4,Y,4,9,2,1988,1988,1988.0,2006,12,8,0,7.0,4,3,8,2183,178.0,1204.0,229000
516,4,Lvl,2Story,5,Y,3,8,6,1993,1994,1993.0,2010,12,7,3,9.0,4,3,7,1949,246.0,1050.0,236000
517,3,HLS,1Story,5,Y,3,8,9,2006,2007,2006.0,2007,15,8,4,9.0,5,2,8,1824,242.0,1824.0,392000
518,4,Lvl,2Story,2,Y,4,8,8,1927,1950,1927.0,2009,11,6,0,7.0,3,2,5,1930,0.0,720.0,149000
519,3,Lvl,2Story,5,Y,2,7,2,1998,1999,1998.0,2008,15,8,3,9.0,5,3,7,2393,0.0,970.0,345000
520,4,Lvl,2Story,5,Y,5,8,6,1900,2005,1900.0,2006,13,8,0,7.0,3,2,5,2014,0.0,716.0,169000
521,4,Lvl,1Story,3,N,2,4,7,1946,1950,1946.0,2007,9,6,0,7.0,3,1,6,1242,0.0,484.0,109900
522,4,Lvl,2Story,5,Y,3,9,11,1993,1994,1993.0,2006,12,6,3,9.0,3,3,7,2000,94.0,996.0,188000
523,4,Lvl,1.5Fin,5,Y,4,6,5,1939,1950,1939.0,2009,12,5,4,7.0,3,1,6,1412,0.0,780.0,132500
524,4,Low,1Story,5,Y,3,5,10,1994,1994,1995.0,2009,12,7,0,,3,1,6,990,0.0,990.0,143000
525,4,Lvl,1Story,5,Y,4,7,4,1951,1951,1951.0,2007,11,6,0,7.0,3,1,5,1342,0.0,1342.0,125000
526,3,HLS,1Story,5,Y,2,7,6,2005,2005,2005.0,2006,14,8,4,9.0,5,2,8,1868,568.0,1868.0,415000
527,4,Lvl,2Story,4,Y,3,6,6,1910,1950,1966.0,2010,11,6,0,7.0,3,1,5,1363,0.0,622.0,125500
528,4,Lvl,1Story,4,Y,3,6,4,1958,1988,1958.0,2009,12,6,4,,3,2,6,1632,183.0,1240.0,139000
529,3,Lvl,2Story,5,Y,3,10,6,2008,2008,2008.0,2009,15,8,4,,5,3,8,2296,420.0,1722.0,451950
530,4,Lvl,1Story,3,Y,6,10,8,1959,1959,missing,2009,10,6,0,0.0,6,2,6,1678,74.0,1678.0,119900
531,3,Lvl,1Story,5,Y,2,6,6,2001,2002,2001.0,2009,13,7,0,9.0,4,2,8,1296,136.0,1267.0,220000
532,4,Lvl,1Story,3,Y,3,7,3,1971,1971,1971.0,2007,12,6,4,7.0,3,2,6,1587,302.0,1587.0,167300
533,4,Lvl,1.5Fin,5,Y,3,6,9,1941,1950,1940.0,2009,11,6,8,7.0,3,1,6,1298,0.0,720.0,122000
534,4,Lvl,1Story,3,Y,6,10,11,1963,1963,1963.0,2006,10,6,0,7.0,6,2,6,1728,336.0,1728.0,125000
535,4,Lvl,1Story,4,Y,3,5,6,1957,1957,1957.0,2008,11,6,0,9.0,3,1,6,928,0.0,928.0,112500
536,4,Lvl,2Story,5,Y,3,7,10,2005,2006,2005.0,2007,12,7,0,,4,3,7,1795,0.0,879.0,191000
537,4,Lvl,1Story,4,Y,3,5,6,1958,1958,1958.0,2008,13,7,0,7.0,3,1,6,1080,135.0,1080.0,136000
538,4,Lvl,2Story,5,Y,3,6,3,1998,1998,1998.0,2009,12,6,0,,4,3,7,1779,0.0,866.0,197900
539,4,Lvl,1.5Fin,4,Y,2,5,6,1910,2003,1950.0,2006,14,7,0,6.0,4,1,5,1635,0.0,485.0,117000
540,4,Lvl,1Story,5,Y,2,6,7,2006,2006,2006.0,2006,12,7,0,,4,2,7,1220,84.0,1199.0,194000
541,3,Lvl,1Story,5,Y,1,5,7,2001,2001,2001.0,2008,14,7,3,,4,2,8,1310,179.0,1310.0,285000
542,4,Lvl,1.5Fin,4,Y,4,6,9,1940,1999,missing,2008,12,7,0,0.0,6,2,6,1355,0.0,644.0,127500
543,3,Lvl,2Story,5,Y,4,9,7,1992,2000,1992.0,2006,12,7,3,,4,3,7,2295,0.0,1095.0,268000
544,4,Lvl,2Story,5,Y,4,7,5,1900,1950,1935.0,2007,12,6,0,7.0,3,3,6,1798,0.0,1075.0,137000
545,3,Lvl,1Story,5,Y,4,8,8,1967,1967,1967.0,2008,14,6,4,7.0,4,2,6,1620,0.0,1620.0,215000
546,4,Lvl,1Story,3,Y,3,5,8,1955,1955,1955.0,2007,10,6,0,,3,1,6,1216,0.0,1216.0,129500
547,4,Lvl,1.5Fin,4,Y,3,7,4,1936,1950,1936.0,2006,9,6,0,6.0,3,1,7,1344,0.0,896.0,115000
548,4,Lvl,1.5Fin,3,Y,3,5,5,1925,1950,1932.0,2008,13,7,0,6.0,3,1,6,1159,0.0,747.0,114000
549,4,Lvl,1Story,3,Y,2,5,11,1966,1966,1966.0,2006,8,6,0,7.0,3,1,6,1056,0.0,1056.0,107000
550,4,Lvl,1.5Fin,3,Y,2,6,10,1947,1950,1947.0,2008,10,6,0,7.0,3,1,6,1216,0.0,832.0,118500
551,4,Lvl,1.5Fin,3,Y,3,5,7,1929,1950,1929.0,2008,13,6,4,,3,1,6,1158,0.0,862.0,120000
552,4,Lvl,1Story,5,Y,3,7,12,2005,2005,2005.0,2007,13,7,0,,4,2,7,1538,148.0,1538.0,260000
553,3,Lvl,1Story,3,Y,3,6,5,1959,1959,1959.0,2010,10,6,0,,3,1,6,1143,150.0,1143.0,136000
554,4,Lvl,1Story,3,Y,3,5,6,1971,1971,1974.0,2007,9,6,0,7.0,3,1,6,872,0.0,858.0,123000
555,3,Lvl,1.5Fin,3,Y,3,6,3,1920,1950,missing,2008,13,5,0,0.0,2,1,6,1406,0.0,319.0,89500
556,3,Lvl,1Story,5,Y,3,6,1,2005,2005,2005.0,2010,11,7,0,9.0,4,2,7,1324,0.0,1324.0,199500
557,3,Lvl,1Story,3,Y,3,6,12,1966,1966,1966.0,2008,12,6,0,7.0,3,1,6,904,41.0,876.0,109900
558,4,Lvl,2Story,5,Y,3,9,6,1926,2004,1926.0,2009,16,7,8,7.0,4,2,7,2080,0.0,1276.0,234000
559,4,Lvl,1Story,5,Y,1,3,5,2004,2004,2004.0,2006,11,7,4,,4,1,7,848,169.0,848.0,155900
560,4,Lvl,1.5Fin,5,Y,5,8,11,1957,1989,1957.0,2009,9,6,6,7.0,3,1,6,1788,0.0,1104.0,161500
561,3,Lvl,SLvl,4,Y,3,7,1,1958,1958,1958.0,2009,12,6,4,,4,1,6,1344,541.0,819.0,137500
562,4,Lvl,2Story,2,N,4,12,6,1910,1950,missing,2010,8,5,0,0.0,4,2,6,2256,0.0,840.0,76500
563,3,Lvl,2Story,3,Y,4,8,9,1988,1989,1988.0,2007,11,7,3,7.0,3,3,7,2060,268.0,1151.0,211000
564,4,Lvl,1Story,5,Y,2,5,8,1998,1999,1998.0,2008,11,7,0,9.0,4,2,7,1337,0.0,1405.0,181000
565,4,Lvl,SLvl,3,Y,3,6,5,1966,1966,1966.0,2008,13,6,0,,3,2,6,1165,183.0,1127.0,174900
566,3,Lvl,SLvl,5,Y,3,6,5,1966,1966,1966.0,2006,11,6,4,,3,1,6,1320,97.0,1164.0,164500
567,3,Lvl,1Story,5,Y,3,7,3,2004,2004,2004.0,2010,12,7,0,,4,2,7,1535,168.0,1517.0,214000
568,4,Lvl,2Story,3,Y,3,7,3,1980,1988,1980.0,2008,13,6,3,7.0,3,3,7,2044,280.0,738.0,185000
569,4,Lvl,1.5Fin,5,Y,2,6,8,1929,1950,1990.0,2008,11,6,0,7.0,3,1,6,1136,0.0,704.0,123000
570,3,Bnk,SFoyer,3,Y,2,5,1,1979,1979,1979.0,2007,12,6,1,,4,2,7,1299,0.0,1001.0,183500
571,4,Lvl,2Story,5,Y,2,5,11,1999,2000,1999.0,2007,13,7,0,7.0,4,3,7,1441,456.0,776.0,174000
572,3,Lvl,1Story,3,Y,3,6,3,1953,1953,1953.0,2007,10,6,3,7.0,3,2,6,1630,0.0,1073.0,130000
573,4,Lvl,2Story,5,Y,3,6,8,1925,1990,1925.0,2006,14,6,4,6.0,5,2,7,1641,0.0,728.0,178000
574,3,Lvl,2Story,4,Y,3,6,3,1997,1998,1997.0,2010,10,6,3,9.0,3,3,7,1629,0.0,928.0,189900
575,4,Lvl,1Story,5,Y,1,4,6,2003,2004,2003.0,2009,11,7,0,9.0,4,1,7,848,170.0,848.0,144000
576,4,Lvl,1Story,5,Y,2,5,6,1930,2007,2002.0,2008,14,8,0,7.0,3,1,6,816,0.0,816.0,120500
577,4,Lvl,1Story,5,Y,3,6,6,1994,1995,1995.0,2009,10,6,0,7.0,3,2,7,1097,0.0,1097.0,145000
578,4,Lvl,1Story,5,Y,2,6,8,2000,2000,2000.0,2007,13,7,0,,5,2,7,1652,0.0,1494.0,251000
579,4,Lvl,1Story,3,N,4,8,4,1968,1968,missing,2010,9,6,0,0.0,6,2,6,1768,0.0,1768.0,136500
580,4,Lvl,1Story,3,N,2,6,7,1955,1955,missing,2008,9,6,0,0.0,6,2,0,1152,58.0,0.0,82500
581,4,Lvl,1Story,3,N,1,4,3,1910,1950,1975.0,2009,6,4,0,7.0,3,1,0,810,0.0,0.0,57625
582,3,Lvl,1Story,5,Y,2,6,5,2007,2008,2008.0,2009,12,7,4,,4,2,7,1358,176.0,1350.0,212500
583,4,Lvl,1Story,5,Y,2,5,5,1998,1998,1998.0,2006,11,6,0,7.0,3,2,8,1216,116.0,1216.0,164000
584,4,Lvl,1.5Fin,4,Y,4,6,4,1957,1957,1957.0,2006,11,6,0,7.0,4,2,6,1638,327.0,967.0,139000
585,4,Lvl,2Story,5,Y,2,4,3,1999,2000,1999.0,2008,12,7,0,7.0,4,3,7,1252,212.0,600.0,160000
586,4,Lvl,SFoyer,3,Y,2,5,6,1992,1993,1998.0,2009,11,6,2,7.0,3,1,7,883,0.0,828.0,149000
587,4,Lvl,1Story,3,Y,3,5,11,1968,1968,1968.0,2009,11,6,0,,3,1,6,874,0.0,864.0,130000
588,3,Bnk,2Story,4,Y,3,9,4,1921,1950,1990.0,2010,13,6,0,7.0,3,2,6,1710,0.0,576.0,140000
589,4,Lvl,1Story,5,Y,3,8,10,2008,2009,2009.0,2009,13,7,4,9.0,4,2,7,1836,288.0,1836.0,264500
590,3,Lvl,1Story,3,Y,2,6,5,1957,1957,1957.0,2006,10,6,3,9.0,3,1,6,1092,0.0,1092.0,141000
591,3,Lvl,1Story,5,Y,1,4,11,2006,2007,2007.0,2007,12,7,0,9.0,4,2,7,1241,0.0,1241.0,199900
592,4,Lvl,1Story,3,Y,2,6,4,1977,1977,1977.0,2009,11,6,3,,3,2,7,1334,360.0,1350.0,167900
593,3,Lvl,1Story,5,Y,3,7,6,1960,1987,1960.0,2007,12,6,8,7.0,4,1,6,1429,85.0,1144.0,181900
594,4,Lvl,1Story,5,Y,3,7,4,2008,2008,2008.0,2010,13,7,0,,4,2,7,1566,36.0,1566.0,262500
595,3,Lvl,2Story,5,Y,4,8,11,1977,1992,1977.0,2009,14,7,6,,4,3,7,2288,283.0,908.0,230000
596,3,Lvl,1Story,5,Y,2,5,1,1999,2000,1999.0,2008,14,7,3,9.0,4,2,8,1709,60.0,1698.0,328900
597,3,Lvl,1Story,5,Y,3,7,1,2005,2005,2005.0,2007,13,7,0,,4,2,7,1721,210.0,1721.0,232698
598,3,Lvl,1Story,5,Y,2,5,3,2008,2008,2008.0,2009,13,7,0,,4,2,7,1254,140.0,1254.0,221800
599,4,Lvl,1.5Fin,4,Y,2,6,6,1941,1973,1973.0,2008,12,6,0,7.0,4,2,6,1350,0.0,576.0,152400
600,4,Lvl,1Story,5,Y,3,6,10,2000,2001,2000.0,2009,12,7,3,7.0,4,2,7,1630,171.0,1630.0,213000
601,3,Lvl,2Story,5,Y,3,7,3,2005,2005,2005.0,2006,12,7,0,,4,3,7,1585,96.0,784.0,184900
602,4,Lvl,1Story,3,Y,2,5,6,1953,1953,1953.0,2006,10,6,8,7.0,3,1,6,1336,56.0,1165.0,157000
603,3,Lvl,1Story,4,Y,2,6,3,1962,2002,1972.0,2006,11,6,3,7.0,3,1,6,1211,0.0,864.0,144000
604,4,Lvl,1Story,5,Y,2,5,8,1979,1999,1979.0,2007,11,6,3,,3,2,7,1353,253.0,1259.0,192350
605,4,Lvl,1Story,5,Y,3,6,10,1966,1966,1966.0,2007,13,6,3,,3,2,6,1200,202.0,1174.0,163500
606,4,Lvl,2Story,5,Y,4,10,5,1990,1990,1990.0,2008,12,6,5,7.0,4,3,7,2329,99.0,1475.0,262280
607,4,Lvl,1Story,5,Y,3,7,12,2002,2003,2002.0,2008,12,7,0,,4,2,7,1536,113.0,1536.0,214000
608,3,Lvl,1Story,5,Y,2,6,7,1956,2004,1956.0,2006,13,6,4,9.0,5,1,6,1811,0.0,1073.0,230000
609,4,Lvl,2Story,5,Y,3,9,8,2006,2006,2006.0,2007,12,7,4,,4,3,9,2172,350.0,1063.0,280000
610,4,Lvl,1Story,4,Y,3,6,8,1957,1980,1985.0,2007,10,6,0,7.0,3,1,6,1073,0.0,1073.0,140000
611,4,Lvl,2Story,3,Y,4,7,6,1966,1966,1966.0,2010,11,6,3,7.0,3,2,6,1839,351.0,756.0,155000
612,4,Lvl,1.5Unf,2,N,2,5,10,1918,1950,missing,2006,6,4,0,0.0,2,1,5,1020,0.0,1020.0,64500
613,3,Lvl,2Story,5,Y,3,8,5,1993,1993,2000.0,2010,13,8,4,,4,3,7,1802,85.0,946.0,218000
614,4,Lvl,SLvl,3,Y,3,6,6,1977,1977,1977.0,2007,12,6,2,7.0,3,2,8,1009,51.0,995.0,160000
615,4,Lvl,1Story,5,Y,3,6,11,2007,2007,2007.0,2007,13,7,0,,4,2,7,1338,0.0,1338.0,208900
616,3,Lvl,1Story,3,Y,5,11,7,1959,1996,1959.0,2008,12,6,8,7.0,5,4,0,3820,0.0,0.0,284700
617,4,Lvl,2Story,5,Y,2,5,3,2007,2007,2007.0,2008,12,7,0,7.0,4,2,7,1392,0.0,689.0,146000
618,2,Lvl,1Story,5,Y,1,4,12,1996,1996,1996.0,2008,13,7,8,9.0,5,2,7,1288,0.0,1260.0,245500
619,4,Bnk,1.5Unf,5,Y,3,6,4,1926,1950,1926.0,2008,13,6,0,6.0,3,1,6,1013,0.0,992.0,113000
620,3,Lvl,1Story,5,Y,3,7,4,2004,2005,2004.0,2009,13,7,8,9.0,4,2,8,1782,238.0,1782.0,296000
621,3,HLS,1Story,5,Y,3,8,7,2005,2006,2005.0,2007,14,7,4,9.0,4,2,8,1922,200.0,1922.0,377426
622,4,Lvl,1Story,5,Y,3,7,7,2006,2007,2008.0,2009,15,8,4,9.0,5,2,8,1718,230.0,1700.0,337500
623,3,HLS,1Story,5,Y,2,8,2,2004,2005,2004.0,2009,15,8,5,9.0,5,3,8,2492,730.0,2492.0,552000
624,4,Lvl,1.5Fin,5,Y,3,5,4,1948,1950,1948.0,2006,11,7,0,5.0,3,1,5,936,0.0,624.0,97900
625,3,Lvl,1Story,5,Y,2,4,9,2009,2009,2009.0,2009,11,7,0,9.0,4,2,7,1218,0.0,1218.0,208300
626,4,Lvl,2Story,5,Y,3,8,9,1996,1997,1996.0,2008,12,6,3,7.0,4,3,7,1820,0.0,910.0,213000
627,3,Lvl,2Story,5,Y,3,8,7,1998,1999,1998.0,2008,12,6,0,9.0,4,3,7,1724,0.0,880.0,188000
628,3,Lvl,1Story,5,Y,3,7,12,1958,1958,1958.0,2006,12,6,3,,3,2,6,1336,632.0,1121.0,162000
629,4,Lvl,1.5Fin,3,Y,4,6,6,1950,1950,1950.0,2007,10,6,0,7.0,3,2,6,1558,0.0,910.0,152000
630,4,Lvl,2Story,5,Y,3,8,5,2004,2005,2004.0,2010,12,7,4,,4,3,7,1947,0.0,991.0,254900
631,2,Lvl,2Story,5,Y,3,6,11,1994,1995,1994.0,2008,12,7,0,,4,3,7,1657,145.0,832.0,189000
632,3,Lvl,1Story,3,Y,3,7,8,1978,1978,1978.0,2008,12,8,4,9.0,4,2,7,2064,383.0,2048.0,235000
633,4,Lvl,1Story,3,N,3,5,8,1950,1950,1950.0,2008,10,6,0,7.0,3,1,6,1164,0.0,1164.0,125000
634,4,Lvl,1Story,5,Y,2,4,6,1975,1975,1975.0,2010,13,6,0,7.0,3,1,7,836,0.0,836.0,120000
635,4,Lvl,1Story,3,Y,3,6,5,1951,1951,1951.0,2006,4,5,0,6.0,3,2,0,1600,0.0,0.0,81500
636,4,Lvl,SFoyer,3,Y,3,5,5,1990,1990,missing,2007,11,7,0,0.0,3,1,7,816,104.0,816.0,118500
637,4,Lvl,1Story,5,Y,2,7,10,2009,2009,2009.0,2009,14,8,4,9.0,5,3,8,1766,162.0,1766.0,370878
638,4,HLS,2Story,3,N,4,8,8,1949,1950,1949.0,2007,11,6,0,7.0,6,2,6,2002,0.0,1001.0,145000
639,3,Lvl,1.5Fin,5,Y,3,8,5,1939,2006,1939.0,2008,16,8,6,7.0,4,2,6,1954,312.0,798.0,311500
640,4,Lvl,1Story,5,Y,2,6,11,2006,2006,2006.0,2006,12,7,4,9.0,4,2,7,1364,14.0,1220.0,210250
641,3,Lvl,2Story,5,Y,3,8,6,2002,2002,2002.0,2006,12,7,0,,4,3,7,1861,0.0,916.0,200000
642,4,Lvl,1.5Fin,3,Y,4,8,8,1977,1977,1977.0,2009,10,6,0,7.0,8,2,0,1734,0.0,0.0,126000
643,4,Lvl,2Story,4,Y,2,6,5,1900,2003,1940.0,2009,12,8,0,7.0,3,1,5,1039,0.0,405.0,114000
644,4,Lvl,2Story,3,Y,3,7,6,1910,1950,1974.0,2009,8,8,0,7.0,4,2,5,1510,0.0,677.0,87500
645,3,Lvl,2Story,5,Y,4,10,7,2005,2005,2005.0,2007,13,7,4,9.0,5,4,8,2541,146.0,1149.0,349265
646,3,Lvl,1Story,5,Y,3,6,1,2004,2004,2004.0,2009,13,7,0,,4,2,7,1512,264.0,1512.0,203000
647,3,Lvl,1Story,5,Y,3,6,4,2001,2001,2001.0,2009,12,7,3,,4,2,7,1434,0.0,1454.0,189000
648,3,Lvl,2Story,5,Y,3,6,3,2003,2003,2003.0,2009,12,7,0,,4,3,7,1653,0.0,812.0,209000
649,4,Lvl,2Story,4,Y,3,8,6,1900,1950,1930.0,2009,13,6,0,7.0,5,2,6,2007,0.0,917.0,160000
650,3,Lvl,1Story,3,Y,2,5,8,1974,1974,1974.0,2007,10,6,0,,3,1,5,1037,44.0,1037.0,129000
651,4,Lvl,1Story,4,Y,2,6,4,1974,1975,1975.0,2006,10,6,3,,3,1,7,1389,0.0,1389.0,170000
652,4,Lvl,1Story,3,N,2,4,3,1913,2002,1990.0,2007,11,6,4,8.0,4,1,6,694,0.0,440.0,90350
653,4,Lvl,1.5Fin,2,N,2,5,4,1924,1950,missing,2008,11,6,0,0.0,3,1,6,1096,0.0,572.0,79000
654,4,Lvl,1Story,3,Y,3,5,7,1972,1972,1975.0,2006,12,6,0,7.0,3,1,6,894,0.0,894.0,149900
655,4,Lvl,1Story,3,Y,3,5,5,1971,1971,1977.0,2008,10,6,0,7.0,3,1,7,864,0.0,864.0,123000
656,4,Lvl,2Story,2,N,4,8,5,1900,1950,1920.0,2006,6,6,0,5.0,6,2,5,1774,0.0,1095.0,87000
657,4,Lvl,SLvl,3,Y,3,6,7,1977,1977,1977.0,2008,12,6,1,9.0,3,1,6,1118,0.0,1096.0,171000
658,4,Lvl,1.5Fin,3,Y,3,6,4,1950,1950,1950.0,2008,11,6,0,7.0,3,1,6,1252,0.0,1032.0,119000
659,4,Lvl,1Story,3,Y,3,6,7,1959,1959,1959.0,2009,10,6,0,7.0,3,1,6,1148,0.0,1148.0,132500
660,4,Lvl,2Story,2,Y,3,7,6,1925,1996,1925.0,2008,15,7,4,7.0,4,1,6,1666,0.0,588.0,161000
661,3,Lvl,2Story,5,Y,3,7,1,2001,2002,2001.0,2008,14,7,3,9.0,4,3,7,1947,134.0,1357.0,274000
662,4,Lvl,1Story,3,Y,3,5,5,1967,1967,1974.0,2010,10,6,2,7.0,3,1,6,912,0.0,912.0,125000
663,4,Lvl,1Story,3,N,4,8,7,1946,1950,missing,2007,11,6,0,0.0,6,2,6,1195,0.0,1195.0,98500
664,4,Lvl,1Story,5,Y,2,5,7,1994,1995,1994.0,2006,13,7,2,,4,2,7,1624,0.0,1624.0,262000
665,3,Lvl,1Story,3,Y,2,5,10,1979,1979,1979.0,2009,12,6,0,7.0,3,1,6,914,40.0,914.0,134900
666,4,Lvl,1Story,4,Y,2,5,7,1959,1959,1959.0,2007,11,7,8,,3,2,6,1328,0.0,1350.0,170000
667,4,Lvl,2Story,3,Y,3,6,7,1926,1991,1926.0,2007,14,6,4,7.0,3,1,6,1461,0.0,686.0,135000
668,3,Lvl,2Story,5,Y,4,9,6,1990,1991,1990.0,2008,11,7,8,,4,3,7,2683,304.0,930.0,290000
669,4,Lvl,1Story,5,Y,3,6,8,2007,2007,2007.0,2007,13,7,0,,4,2,7,1258,0.0,1246.0,173500
670,4,Bnk,2Story,5,Y,3,8,8,1948,2002,1948.0,2006,13,7,0,7.0,5,3,7,2008,0.0,896.0,225000
671,3,Lvl,1Story,3,Y,2,6,8,1961,1961,1961.0,2007,10,6,3,,3,1,6,1187,0.0,864.0,140500
672,4,Lvl,1Story,4,Y,3,5,4,1994,1994,1996.0,2007,10,6,0,7.0,3,1,7,990,0.0,990.0,126000
673,4,Lvl,2Story,5,Y,3,7,12,1999,1999,1999.0,2008,13,7,0,7.0,4,3,7,1586,466.0,960.0,170000
674,2,Lvl,1Story,5,Y,3,5,7,1995,1995,1996.0,2006,10,6,0,7.0,3,1,7,990,0.0,990.0,156000
675,3,Lvl,1Story,3,Y,2,6,12,1957,1997,1957.0,2006,11,6,8,,3,1,6,1600,0.0,1484.0,207500
676,4,Lvl,2Story,5,Y,3,8,11,2007,2007,2007.0,2007,13,7,0,9.0,4,3,7,1792,0.0,896.0,255000
677,4,Lvl,SLvl,3,Y,1,4,7,1973,1973,1973.0,2008,10,6,1,,3,1,7,988,0.0,462.0,94900
678,4,Lvl,1Story,3,Y,3,6,3,1958,1958,1958.0,2007,11,6,3,,3,1,6,1170,0.0,1170.0,140000
679,4,Lvl,2Story,4,Y,2,7,3,1905,1950,1930.0,2006,8,6,0,7.0,3,1,5,1376,0.0,738.0,96900
680,3,Lvl,1Story,5,Y,3,6,11,1966,1966,1966.0,2009,11,6,1,,3,2,6,1154,200.0,1154.0,154000
681,3,Lvl,2Story,5,N,3,7,5,1910,1999,1992.0,2007,17,8,0,7.0,4,3,6,1772,0.0,725.0,184900
682,4,Lvl,1Story,5,Y,2,7,6,2007,2008,2007.0,2008,15,8,4,9.0,5,2,8,2084,816.0,2078.0,385000
683,4,Lvl,1Story,5,N,2,6,4,1936,1950,1936.0,2006,10,6,0,7.0,3,1,6,951,0.0,951.0,106500
684,4,Lvl,2Story,5,Y,4,10,9,2000,2000,2000.0,2009,13,7,6,,4,3,7,2687,150.0,1455.0,327000
685,4,Lvl,1Story,5,Y,2,9,10,2005,2006,2005.0,2009,14,8,8,9.0,5,2,8,2490,198.0,2458.0,468000
686,4,Lvl,1.5Fin,3,Y,3,4,8,1927,1950,1927.0,2009,12,5,0,6.0,3,1,6,1666,0.0,1204.0,135000
687,4,Lvl,1Story,5,Y,3,6,3,2005,2005,2005.0,2006,11,7,0,7.0,3,2,7,1141,0.0,1141.0,142500
688,4,Lvl,2Story,5,Y,4,7,6,1968,1968,1968.0,2008,11,6,0,7.0,3,2,6,1464,0.0,732.0,141000
689,4,Lvl,2Story,3,Y,3,5,1,1910,1991,missing,2008,12,6,0,0.0,3,1,7,1347,0.0,1117.0,107500
690,3,Lvl,1.5Fin,3,N,2,4,7,1942,1979,1942.0,2007,11,6,0,7.0,3,1,6,1282,0.0,672.0,108500
691,3,Lvl,2Story,5,Y,3,6,7,1994,1994,1994.0,2006,11,6,0,9.0,4,3,7,1320,0.0,636.0,150000
692,4,Bnk,1.5Fin,2,N,2,6,4,1916,1950,missing,2006,8,6,0,0.0,3,1,4,936,0.0,216.0,78000
693,4,Lvl,1Story,5,Y,3,7,6,2007,2008,2008.0,2008,13,7,0,,4,2,7,1580,186.0,1580.0,235128
694,2,Low,1Story,3,Y,2,5,6,1971,2002,1971.0,2007,12,6,6,7.0,4,2,7,1824,351.0,1643.0,302000
695,3,Lvl,1Story,3,Y,2,5,8,1975,2001,1975.0,2008,11,6,0,9.0,3,2,6,1558,0.0,864.0,163000
696,4,Lvl,1Story,3,N,2,5,4,1945,2007,1945.0,2010,9,7,0,7.0,3,1,0,640,0.0,0.0,84900
697,4,Lvl,2Story,3,Y,3,6,6,1974,1974,1974.0,2009,11,6,2,7.0,3,3,6,1322,0.0,855.0,147000
698,4,Lvl,2Story,5,Y,4,7,6,1915,2005,1915.0,2009,15,7,4,5.0,5,2,6,1826,0.0,910.0,155000
699,3,Lvl,1Story,3,Y,2,6,7,1990,1990,1990.0,2006,12,6,3,11.0,3,2,7,1339,54.0,1309.0,180000
700,4,Lvl,2Story,2,N,3,7,7,1930,1950,missing,2010,9,4,0,0.0,4,2,0,1092,0.0,0.0,55000
701,3,Lvl,SLvl,5,Y,3,6,5,2003,2003,2003.0,2007,12,7,4,9.0,4,2,8,1146,442.0,868.0,187500
702,4,Lvl,SLvl,5,Y,3,6,10,1976,1976,1977.0,2009,12,6,2,7.0,3,1,6,1125,255.0,1041.0,125000
703,3,Lvl,1.5Fin,4,Y,3,6,6,1936,1987,1936.0,2006,14,7,4,8.0,4,2,7,2057,0.0,1017.0,250000
704,4,Lvl,1Story,3,N,2,5,9,1910,1950,1930.0,2008,11,6,0,6.0,3,1,7,899,0.0,481.0,78000
705,4,Lvl,1.5Fin,4,Y,3,9,6,1910,1996,missing,2008,10,6,0,0.0,6,2,6,1594,0.0,828.0,118000
706,4,Lvl,1Story,5,Y,3,7,12,2007,2007,2007.0,2007,13,8,0,9.0,4,2,8,1694,254.0,1694.0,318000
707,3,Lvl,2Story,5,Y,3,8,9,1993,1994,1993.0,2006,13,7,3,,4,3,7,1911,125.0,777.0,215000
708,4,Low,1Story,3,N,2,4,6,1925,1950,missing,2006,8,6,0,0.0,3,1,5,672,0.0,432.0,72000
709,4,Lvl,1Story,3,Y,3,7,5,1976,1976,1976.0,2008,11,6,3,9.0,3,2,7,1523,160.0,1193.0,180000
710,3,Lvl,1Story,3,Y,3,7,11,1986,1986,1986.0,2008,11,6,3,9.0,3,2,6,1651,132.0,1606.0,184000
711,4,Lvl,1Story,5,Y,3,6,7,1959,1959,1959.0,2009,11,6,0,,3,1,6,1041,132.0,1041.0,124500
712,4,Lvl,1Story,3,Y,4,8,3,1958,1958,1958.0,2010,10,6,0,7.0,6,2,6,1604,0.0,1604.0,135000
713,4,Lvl,1.5Fin,5,Y,3,6,7,1940,1989,1940.0,2008,13,6,4,7.0,4,2,6,1672,0.0,981.0,164900
714,4,Lvl,1Story,3,Y,3,6,7,1969,1969,1969.0,2006,12,6,0,7.0,3,2,6,1164,168.0,1164.0,140000
715,4,Lvl,1Story,4,Y,3,6,3,1958,1958,1958.0,2009,11,6,0,,3,1,6,1041,0.0,1041.0,128000
716,3,Lvl,SFoyer,5,Y,3,6,5,1978,1978,1978.0,2008,14,6,1,9.0,3,1,7,1034,40.0,450.0,153000
